Id	rating
803096	1
803097	1
803098	1
803099	1
803100	1
803101	1
803102	1
803103	1
803104	1
803105	1
803106	1
803107	1
803108	1
803109	1
803110	1
803111	1
803112	1
803113	1
803114	1
803115	1
803116	1
803117	1
803118	1
803119	1
803120	1
803121	1
803122	1
803123	1
803124	1
803125	1
803126	1
803127	1
803128	1
803129	1
803130	1
803131	1
803132	1
803133	1
803134	1
803135	1
803136	1
803137	1
803138	1
803139	1
803140	1
803141	1
803142	1
803143	1
803144	1
803145	1
803146	1
803147	1
803148	1
803149	1
803150	1
803151	1
803152	1
803153	1
803154	1
803155	1
803156	1
803157	1
803158	1
803159	1
803160	1
803161	1
803162	1
803163	1
803164	1
803165	1
803166	1
803167	1
803168	1
803169	1
803170	1
803171	1
803172	1
803173	1
803174	1
803175	1
803176	1
803177	1
803178	1
803179	1
803180	1
803181	1
803182	1
803183	1
803184	1
803185	1
803186	1
803187	1
803188	1
803189	1
803190	1
803191	1
803192	1
803193	1
803194	1
803195	1
803196	1
803197	1
803198	1
803199	1
803200	1
803201	1
803202	1
803203	1
803204	1
803205	1
803206	1
803207	1
803208	1
803209	1
803210	1
803211	1
803212	1
803213	1
803214	1
803215	1
803216	1
803217	1
803218	1
803219	1
803220	1
803221	1
803222	1
803223	1
803224	1
803225	1
803226	1
803227	1
803228	1
803229	1
803230	1
803231	1
803232	1
803233	1
803234	1
803235	1
803236	1
803237	1
803238	1
803239	1
803240	1
803241	1
803242	1
803243	1
803244	1
803245	1
803246	1
803247	1
803248	1
803249	1
803250	1
803251	1
803252	1
803253	1
803254	1
803255	1
803256	1
803257	1
803258	1
803259	1
803260	1
803261	1
803262	1
803263	1
803264	1
803265	1
803266	1
803267	1
803268	1
803269	1
803270	1
803271	1
803272	1
803273	1
803274	1
803275	1
803276	1
803277	1
803278	1
803279	1
803280	1
803281	1
803282	1
803283	1
803284	1
803285	1
803286	1
803287	1
803288	1
803289	1
803290	1
803291	1
803292	1
803293	1
803294	1
803295	1
803296	1
803297	1
803298	1
803299	1
803300	1
803301	1
803302	1
803303	1
803304	1
803305	1
803306	1
803307	1
803308	1
803309	1
803310	1
803311	1
803312	1
803313	1
803314	1
803315	1
803316	1
803317	1
803318	1
803319	1
803320	1
803321	1
803322	1
803323	1
803324	1
803325	1
803326	1
803327	1
803328	1
803329	1
803330	1
803331	1
803332	1
803333	1
803334	1
803335	1
803336	1
803337	1
803338	1
803339	1
803340	1
803341	1
803342	1
803343	1
803344	1
803345	1
803346	1
803347	1
803348	1
803349	1
803350	1
803351	1
803352	1
803353	1
803354	1
803355	1
803356	1
803357	1
803358	1
803359	1
803360	1
803361	1
803362	1
803363	1
803364	1
803365	1
803366	1
803367	1
803368	1
803369	1
803370	1
803371	1
803372	1
803373	1
803374	1
803375	1
803376	1
803377	1
803378	1
803379	1
803380	1
803381	1
803382	1
803383	1
803384	1
803385	1
803386	1
803387	1
803388	1
803389	1
803390	1
803391	1
803392	1
803393	1
803394	1
803395	1
803396	1
803397	1
803398	1
803399	1
803400	1
803401	1
803402	1
803403	1
803404	1
803405	1
803406	1
803407	1
803408	1
803409	1
803410	1
803411	1
803412	1
803413	1
803414	1
803415	1
803416	1
803417	1
803418	1
803419	1
803420	1
803421	1
803422	1
803423	1
803424	1
803425	1
803426	1
803427	1
803428	1
803429	1
803430	1
803431	1
803432	1
803433	1
803434	1
803435	1
803436	1
803437	1
803438	1
803439	1
803440	1
803441	1
803442	1
803443	1
803444	1
803445	1
803446	1
803447	1
803448	1
803449	1
803450	1
803451	1
803452	1
803453	1
803454	1
803455	1
803456	1
803457	1
803458	1
803459	1
803460	1
803461	1
803462	1
803463	1
803464	1
803465	1
803466	1
803467	1
803468	1
803469	1
803470	1
803471	1
803472	1
803473	1
803474	1
803475	1
803476	1
803477	1
803478	1
803479	1
803480	1
803481	1
803482	1
803483	1
803484	1
803485	1
803486	1
803487	1
803488	1
803489	1
803490	1
803491	1
803492	1
803493	1
803494	1
803495	1
803496	1
803497	1
803498	1
803499	1
803500	1
803501	1
803502	1
803503	1
803504	1
803505	1
803506	1
803507	1
803508	1
803509	1
803510	1
803511	1
803512	1
803513	1
803514	1
803515	1
803516	1
803517	1
803518	1
803519	1
803520	1
803521	1
803522	1
803523	1
803524	1
803525	1
803526	1
803527	1
803528	1
803529	1
803530	1
803531	1
803532	1
803533	1
803534	1
803535	1
803536	1
803537	1
803538	1
803539	1
803540	1
803541	1
803542	1
803543	1
803544	1
803545	1
803546	1
803547	1
803548	1
803549	1
803550	1
803551	1
803552	1
803553	1
803554	1
803555	1
803556	1
803557	1
803558	1
803559	1
803560	1
803561	1
803562	1
803563	1
803564	1
803565	1
803566	1
803567	1
803568	1
803569	1
803570	1
803571	1
803572	1
803573	1
803574	1
803575	1
803576	1
803577	1
803578	1
803579	1
803580	1
803581	1
803582	1
803583	1
803584	1
803585	1
803586	1
803587	1
803588	1
803589	1
803590	1
803591	1
803592	1
803593	1
803594	1
803595	1
803596	1
803597	1
803598	1
803599	1
803600	1
803601	1
803602	1
803603	1
803604	1
803605	1
803606	1
803607	1
803608	1
803609	1
803610	1
803611	1
803612	1
803613	1
803614	1
803615	1
803616	1
803617	1
803618	1
803619	1
803620	1
803621	1
803622	1
803623	1
803624	1
803625	1
803626	1
803627	1
803628	1
803629	1
803630	1
803631	1
803632	1
803633	1
803634	1
803635	1
803636	1
803637	1
803638	1
803639	1
803640	1
803641	1
803642	1
803643	1
803644	1
803645	1
803646	1
803647	1
803648	1
803649	1
803650	1
803651	1
803652	1
803653	1
803654	1
803655	1
803656	1
803657	1
803658	1
803659	1
803660	1
803661	1
803662	1
803663	1
803664	1
803665	1
803666	1
803667	1
803668	1
803669	1
803670	1
803671	1
803672	1
803673	1
803674	1
803675	1
803676	1
803677	1
803678	1
803679	1
803680	1
803681	1
803682	1
803683	1
803684	1
803685	1
803686	1
803687	1
803688	1
803689	1
803690	1
803691	1
803692	1
803693	1
803694	1
803695	1
803696	1
803697	1
803698	1
803699	1
803700	1
803701	1
803702	1
803703	1
803704	1
803705	1
803706	1
803707	1
803708	1
803709	1
803710	1
803711	1
803712	1
803713	1
803714	1
803715	1
803716	1
803717	1
803718	1
803719	1
803720	1
803721	1
803722	1
803723	1
803724	1
803725	1
803726	1
803727	1
803728	1
803729	1
803730	1
803731	1
803732	1
803733	1
803734	1
803735	1
803736	1
803737	1
803738	1
803739	1
803740	1
803741	1
803742	1
803743	1
803744	1
803745	1
803746	1
803747	1
803748	1
803749	1
803750	1
803751	1
803752	1
803753	1
803754	1
803755	1
803756	1
803757	1
803758	1
803759	1
803760	1
803761	1
803762	1
803763	1
803764	1
803765	1
803766	1
803767	1
803768	1
803769	1
803770	1
803771	1
803772	1
803773	1
803774	1
803775	1
803776	1
803777	1
803778	1
803779	1
803780	1
803781	1
803782	1
803783	1
803784	1
803785	1
803786	1
803787	1
803788	1
803789	1
803790	1
803791	1
803792	1
803793	1
803794	1
803795	1
803796	1
803797	1
803798	1
803799	1
803800	1
803801	1
803802	1
803803	1
803804	1
803805	1
803806	1
803807	1
803808	1
803809	1
803810	1
803811	1
803812	1
803813	1
803814	1
803815	1
803816	1
803817	1
803818	1
803819	1
803820	1
803821	1
803822	1
803823	1
803824	1
803825	1
803826	1
803827	1
803828	1
803829	1
803830	1
803831	1
803832	1
803833	1
803834	1
803835	1
803836	1
803837	1
803838	1
803839	1
803840	1
803841	1
803842	1
803843	1
803844	1
803845	1
803846	1
803847	1
803848	1
803849	1
803850	1
803851	1
803852	1
803853	1
803854	1
803855	1
803856	1
803857	1
803858	1
803859	1
803860	1
803861	1
803862	1
803863	1
803864	1
803865	1
803866	1
803867	1
803868	1
803869	1
803870	1
803871	1
803872	1
803873	1
803874	1
803875	1
803876	1
803877	1
803878	1
803879	1
803880	1
803881	1
803882	1
803883	1
803884	1
803885	1
803886	1
803887	1
803888	1
803889	1
803890	1
803891	1
803892	1
803893	1
803894	1
803895	1
803896	1
803897	1
803898	1
803899	1
803900	1
803901	1
803902	1
803903	1
803904	1
803905	1
803906	1
803907	1
803908	1
803909	1
803910	1
803911	1
803912	1
803913	1
803914	1
803915	1
803916	1
803917	1
803918	1
803919	1
803920	1
803921	1
803922	1
803923	1
803924	1
803925	1
803926	1
803927	1
803928	1
803929	1
803930	1
803931	1
803932	1
803933	1
803934	1
803935	1
803936	1
803937	1
803938	1
803939	1
803940	1
803941	1
803942	1
803943	1
803944	1
803945	1
803946	1
803947	1
803948	1
803949	1
803950	1
803951	1
803952	1
803953	1
803954	1
803955	1
803956	1
803957	1
803958	1
803959	1
803960	1
803961	1
803962	1
803963	1
803964	1
803965	1
803966	1
803967	1
803968	1
803969	1
803970	1
803971	1
803972	1
803973	1
803974	1
803975	1
803976	1
803977	1
803978	1
803979	1
803980	1
803981	1
803982	1
803983	1
803984	1
803985	1
803986	1
803987	1
803988	1
803989	1
803990	1
803991	1
803992	1
803993	1
803994	1
803995	1
803996	1
803997	1
803998	1
803999	1
804000	1
804001	1
804002	1
804003	1
804004	1
804005	1
804006	1
804007	1
804008	1
804009	1
804010	1
804011	1
804012	1
804013	1
804014	1
804015	1
804016	1
804017	1
804018	1
804019	1
804020	1
804021	1
804022	1
804023	1
804024	1
804025	1
804026	1
804027	1
804028	1
804029	1
804030	1
804031	1
804032	1
804033	1
804034	1
804035	1
804036	1
804037	1
804038	1
804039	1
804040	1
804041	1
804042	1
804043	1
804044	1
804045	1
804046	1
804047	1
804048	1
804049	1
804050	1
804051	1
804052	1
804053	1
804054	1
804055	1
804056	1
804057	1
804058	1
804059	1
804060	1
804061	1
804062	1
804063	1
804064	1
804065	1
804066	1
804067	1
804068	1
804069	1
804070	1
804071	1
804072	1
804073	1
804074	1
804075	1
804076	1
804077	1
804078	1
804079	1
804080	1
804081	1
804082	1
804083	1
804084	1
804085	1
804086	1
804087	1
804088	1
804089	1
804090	1
804091	1
804092	1
804093	1
804094	1
804095	1
804096	1
804097	1
804098	1
804099	1
804100	1
804101	1
804102	1
804103	1
804104	1
804105	1
804106	1
804107	1
804108	1
804109	1
804110	1
804111	1
804112	1
804113	1
804114	1
804115	1
804116	1
804117	1
804118	1
804119	1
804120	1
804121	1
804122	1
804123	1
804124	1
804125	1
804126	1
804127	1
804128	1
804129	1
804130	1
804131	1
804132	1
804133	1
804134	1
804135	1
804136	1
804137	1
804138	1
804139	1
804140	1
804141	1
804142	1
804143	1
804144	1
804145	1
804146	1
804147	1
804148	1
804149	1
804150	1
804151	1
804152	1
804153	1
804154	1
804155	1
804156	1
804157	1
804158	1
804159	1
804160	1
804161	1
804162	1
804163	1
804164	1
804165	1
804166	1
804167	1
804168	1
804169	1
804170	1
804171	1
804172	1
804173	1
804174	1
804175	1
804176	1
804177	1
804178	1
804179	1
804180	1
804181	1
804182	1
804183	1
804184	1
804185	1
804186	1
804187	1
804188	1
804189	1
804190	1
804191	1
804192	1
804193	1
804194	1
804195	1
804196	1
804197	1
804198	1
804199	1
804200	1
804201	1
804202	1
804203	1
804204	1
804205	1
804206	1
804207	1
804208	1
804209	1
804210	1
804211	1
804212	1
804213	1
804214	1
804215	1
804216	1
804217	1
804218	1
804219	1
804220	1
804221	1
804222	1
804223	1
804224	1
804225	1
804226	1
804227	1
804228	1
804229	1
804230	1
804231	1
804232	1
804233	1
804234	1
804235	1
804236	1
804237	1
804238	1
804239	1
804240	1
804241	1
804242	1
804243	1
804244	1
804245	1
804246	1
804247	1
804248	1
804249	1
804250	1
804251	1
804252	1
804253	1
804254	1
804255	1
804256	1
804257	1
804258	1
804259	1
804260	1
804261	1
804262	1
804263	1
804264	1
804265	1
804266	1
804267	1
804268	1
804269	1
804270	1
804271	1
804272	1
804273	1
804274	1
804275	1
804276	1
804277	1
804278	1
804279	1
804280	1
804281	1
804282	1
804283	1
804284	1
804285	1
804286	1
804287	1
804288	1
804289	1
804290	1
804291	1
804292	1
804293	1
804294	1
804295	1
804296	1
804297	1
804298	1
804299	1
804300	1
804301	1
804302	1
804303	1
804304	1
804305	1
804306	1
804307	1
804308	1
804309	1
804310	1
804311	1
804312	1
804313	1
804314	1
804315	1
804316	1
804317	1
804318	1
804319	1
804320	1
804321	1
804322	1
804323	1
804324	1
804325	1
804326	1
804327	1
804328	1
804329	1
804330	1
804331	1
804332	1
804333	1
804334	1
804335	1
804336	1
804337	1
804338	1
804339	1
804340	1
804341	1
804342	1
804343	1
804344	1
804345	1
804346	1
804347	1
804348	1
804349	1
804350	1
804351	1
804352	1
804353	1
804354	1
804355	1
804356	1
804357	1
804358	1
804359	1
804360	1
804361	1
804362	1
804363	1
804364	1
804365	1
804366	1
804367	1
804368	1
804369	1
804370	1
804371	1
804372	1
804373	1
804374	1
804375	1
804376	1
804377	1
804378	1
804379	1
804380	1
804381	1
804382	1
804383	1
804384	1
804385	1
804386	1
804387	1
804388	1
804389	1
804390	1
804391	1
804392	1
804393	1
804394	1
804395	1
804396	1
804397	1
804398	1
804399	1
804400	1
804401	1
804402	1
804403	1
804404	1
804405	1
804406	1
804407	1
804408	1
804409	1
804410	1
804411	1
804412	1
804413	1
804414	1
804415	1
804416	1
804417	1
804418	1
804419	1
804420	1
804421	1
804422	1
804423	1
804424	1
804425	1
804426	1
804427	1
804428	1
804429	1
804430	1
804431	1
804432	1
804433	1
804434	1
804435	1
804436	1
804437	1
804438	1
804439	1
804440	1
804441	1
804442	1
804443	1
804444	1
804445	1
804446	1
804447	1
804448	1
804449	1
804450	1
804451	1
804452	1
804453	1
804454	1
804455	1
804456	1
804457	1
804458	1
804459	1
804460	1
804461	1
804462	1
804463	1
804464	1
804465	1
804466	1
804467	1
804468	1
804469	1
804470	1
804471	1
804472	1
804473	1
804474	1
804475	1
804476	1
804477	1
804478	1
804479	1
804480	1
804481	1
804482	1
804483	1
804484	1
804485	1
804486	1
804487	1
804488	1
804489	1
804490	1
804491	1
804492	1
804493	1
804494	1
804495	1
804496	1
804497	1
804498	1
804499	1
804500	1
804501	1
804502	1
804503	1
804504	1
804505	1
804506	1
804507	1
804508	1
804509	1
804510	1
804511	1
804512	1
804513	1
804514	1
804515	1
804516	1
804517	1
804518	1
804519	1
804520	1
804521	1
804522	1
804523	1
804524	1
804525	1
804526	1
804527	1
804528	1
804529	1
804530	1
804531	1
804532	1
804533	1
804534	1
804535	1
804536	1
804537	1
804538	1
804539	1
804540	1
804541	1
804542	1
804543	1
804544	1
804545	1
804546	1
804547	1
804548	1
804549	1
804550	1
804551	1
804552	1
804553	1
804554	1
804555	1
804556	1
804557	1
804558	1
804559	1
804560	1
804561	1
804562	1
804563	1
804564	1
804565	1
804566	1
804567	1
804568	1
804569	1
804570	1
804571	1
804572	1
804573	1
804574	1
804575	1
804576	1
804577	1
804578	1
804579	1
804580	1
804581	1
804582	1
804583	1
804584	1
804585	1
804586	1
804587	1
804588	1
804589	1
804590	1
804591	1
804592	1
804593	1
804594	1
804595	1
804596	1
804597	1
804598	1
804599	1
804600	1
804601	1
804602	1
804603	1
804604	1
804605	1
804606	1
804607	1
804608	1
804609	1
804610	1
804611	1
804612	1
804613	1
804614	1
804615	1
804616	1
804617	1
804618	1
804619	1
804620	1
804621	1
804622	1
804623	1
804624	1
804625	1
804626	1
804627	1
804628	1
804629	1
804630	1
804631	1
804632	1
804633	1
804634	1
804635	1
804636	1
804637	1
804638	1
804639	1
804640	1
804641	1
804642	1
804643	1
804644	1
804645	1
804646	1
804647	1
804648	1
804649	1
804650	1
804651	1
804652	1
804653	1
804654	1
804655	1
804656	1
804657	1
804658	1
804659	1
804660	1
804661	1
804662	1
804663	1
804664	1
804665	1
804666	1
804667	1
804668	1
804669	1
804670	1
804671	1
804672	1
804673	1
804674	1
804675	1
804676	1
804677	1
804678	1
804679	1
804680	1
804681	1
804682	1
804683	1
804684	1
804685	1
804686	1
804687	1
804688	1
804689	1
804690	1
804691	1
804692	1
804693	1
804694	1
804695	1
804696	1
804697	1
804698	1
804699	1
804700	1
804701	1
804702	1
804703	1
804704	1
804705	1
804706	1
804707	1
804708	1
804709	1
804710	1
804711	1
804712	1
804713	1
804714	1
804715	1
804716	1
804717	1
804718	1
804719	1
804720	1
804721	1
804722	1
804723	1
804724	1
804725	1
804726	1
804727	1
804728	1
804729	1
804730	1
804731	1
804732	1
804733	1
804734	1
804735	1
804736	1
804737	1
804738	1
804739	1
804740	1
804741	1
804742	1
804743	1
804744	1
804745	1
804746	1
804747	1
804748	1
804749	1
804750	1
804751	1
804752	1
804753	1
804754	1
804755	1
804756	1
804757	1
804758	1
804759	1
804760	1
804761	1
804762	1
804763	1
804764	1
804765	1
804766	1
804767	1
804768	1
804769	1
804770	1
804771	1
804772	1
804773	1
804774	1
804775	1
804776	1
804777	1
804778	1
804779	1
804780	1
804781	1
804782	1
804783	1
804784	1
804785	1
804786	1
804787	1
804788	1
804789	1
804790	1
804791	1
804792	1
804793	1
804794	1
804795	1
804796	1
804797	1
804798	1
804799	1
804800	1
804801	1
804802	1
804803	1
804804	1
804805	1
804806	1
804807	1
804808	1
804809	1
804810	1
804811	1
804812	1
804813	1
804814	1
804815	1
804816	1
804817	1
804818	1
804819	1
804820	1
804821	1
804822	1
804823	1
804824	1
804825	1
804826	1
804827	1
804828	1
804829	1
804830	1
804831	1
804832	1
804833	1
804834	1
804835	1
804836	1
804837	1
804838	1
804839	1
804840	1
804841	1
804842	1
804843	1
804844	1
804845	1
804846	1
804847	1
804848	1
804849	1
804850	1
804851	1
804852	1
804853	1
804854	1
804855	1
804856	1
804857	1
804858	1
804859	1
804860	1
804861	1
804862	1
804863	1
804864	1
804865	1
804866	1
804867	1
804868	1
804869	1
804870	1
804871	1
804872	1
804873	1
804874	1
804875	1
804876	1
804877	1
804878	1
804879	1
804880	1
804881	1
804882	1
804883	1
804884	1
804885	1
804886	1
804887	1
804888	1
804889	1
804890	1
804891	1
804892	1
804893	1
804894	1
804895	1
804896	1
804897	1
804898	1
804899	1
804900	1
804901	1
804902	1
804903	1
804904	1
804905	1
804906	1
804907	1
804908	1
804909	1
804910	1
804911	1
804912	1
804913	1
804914	1
804915	1
804916	1
804917	1
804918	1
804919	1
804920	1
804921	1
804922	1
804923	1
804924	1
804925	1
804926	1
804927	1
804928	1
804929	1
804930	1
804931	1
804932	1
804933	1
804934	1
804935	1
804936	1
804937	1
804938	1
804939	1
804940	1
804941	1
804942	1
804943	1
804944	1
804945	1
804946	1
804947	1
804948	1
804949	1
804950	1
804951	1
804952	1
804953	1
804954	1
804955	1
804956	1
804957	1
804958	1
804959	1
804960	1
804961	1
804962	1
804963	1
804964	1
804965	1
804966	1
804967	1
804968	1
804969	1
804970	1
804971	1
804972	1
804973	1
804974	1
804975	1
804976	1
804977	1
804978	1
804979	1
804980	1
804981	1
804982	1
804983	1
804984	1
804985	1
804986	1
804987	1
804988	1
804989	1
804990	1
804991	1
804992	1
804993	1
804994	1
804995	1
804996	1
804997	1
804998	1
804999	1
805000	1
805001	1
805002	1
805003	1
805004	1
805005	1
805006	1
805007	1
805008	1
805009	1
805010	1
805011	1
805012	1
805013	1
805014	1
805015	1
805016	1
805017	1
805018	1
805019	1
805020	1
805021	1
805022	1
805023	1
805024	1
805025	1
805026	1
805027	1
805028	1
805029	1
805030	1
805031	1
805032	1
805033	1
805034	1
805035	1
805036	1
805037	1
805038	1
805039	1
805040	1
805041	1
805042	1
805043	1
805044	1
805045	1
805046	1
805047	1
805048	1
805049	1
805050	1
805051	1
805052	1
805053	1
805054	1
805055	1
805056	1
805057	1
805058	1
805059	1
805060	1
805061	1
805062	1
805063	1
805064	1
805065	1
805066	1
805067	1
805068	1
805069	1
805070	1
805071	1
805072	1
805073	1
805074	1
805075	1
805076	1
805077	1
805078	1
805079	1
805080	1
805081	1
805082	1
805083	1
805084	1
805085	1
805086	1
805087	1
805088	1
805089	1
805090	1
805091	1
805092	1
805093	1
805094	1
805095	1
805096	1
805097	1
805098	1
805099	1
805100	1
805101	1
805102	1
805103	1
805104	1
805105	1
805106	1
805107	1
805108	1
805109	1
805110	1
805111	1
805112	1
805113	1
805114	1
805115	1
805116	1
805117	1
805118	1
805119	1
805120	1
805121	1
805122	1
805123	1
805124	1
805125	1
805126	1
805127	1
805128	1
805129	1
805130	1
805131	1
805132	1
805133	1
805134	1
805135	1
805136	1
805137	1
805138	1
805139	1
805140	1
805141	1
805142	1
805143	1
805144	1
805145	1
805146	1
805147	1
805148	1
805149	1
805150	1
805151	1
805152	1
805153	1
805154	1
805155	1
805156	1
805157	1
805158	1
805159	1
805160	1
805161	1
805162	1
805163	1
805164	1
805165	1
805166	1
805167	1
805168	1
805169	1
805170	1
805171	1
805172	1
805173	1
805174	1
805175	1
805176	1
805177	1
805178	1
805179	1
805180	1
805181	1
805182	1
805183	1
805184	1
805185	1
805186	1
805187	1
805188	1
805189	1
805190	1
805191	1
805192	1
805193	1
805194	1
805195	1
805196	1
805197	1
805198	1
805199	1
805200	1
805201	1
805202	1
805203	1
805204	1
805205	1
805206	1
805207	1
805208	1
805209	1
805210	1
805211	1
805212	1
805213	1
805214	1
805215	1
805216	1
805217	1
805218	1
805219	1
805220	1
805221	1
805222	1
805223	1
805224	1
805225	1
805226	1
805227	1
805228	1
805229	1
805230	1
805231	1
805232	1
805233	1
805234	1
805235	1
805236	1
805237	1
805238	1
805239	1
805240	1
805241	1
805242	1
805243	1
805244	1
805245	1
805246	1
805247	1
805248	1
805249	1
805250	1
805251	1
805252	1
805253	1
805254	1
805255	1
805256	1
805257	1
805258	1
805259	1
805260	1
805261	1
805262	1
805263	1
805264	1
805265	1
805266	1
805267	1
805268	1
805269	1
805270	1
805271	1
805272	1
805273	1
805274	1
805275	1
805276	1
805277	1
805278	1
805279	1
805280	1
805281	1
805282	1
805283	1
805284	1
805285	1
805286	1
805287	1
805288	1
805289	1
805290	1
805291	1
805292	1
805293	1
805294	1
805295	1
805296	1
805297	1
805298	1
805299	1
805300	1
805301	1
805302	1
805303	1
805304	1
805305	1
805306	1
805307	1
805308	1
805309	1
805310	1
805311	1
805312	1
805313	1
805314	1
805315	1
805316	1
805317	1
805318	1
805319	1
805320	1
805321	1
805322	1
805323	1
805324	1
805325	1
805326	1
805327	1
805328	1
805329	1
805330	1
805331	1
805332	1
805333	1
805334	1
805335	1
805336	1
805337	1
805338	1
805339	1
805340	1
805341	1
805342	1
805343	1
805344	1
805345	1
805346	1
805347	1
805348	1
805349	1
